year,AMD,GME,AAPL,FB,AMC,NOK,PLTR,EXPR,PG
1,43.27,30.120001,25.2575,105.93,28.389999,5.91,9.5,19.040001,116.059998
2,45.380001,31.290001,25.280001,107.510002,28.440001,5.92,9.46,19.66,120.550003
3,45.700001,30.440001,25.2925,107.32,28.950001,5.94,9.2,20.450001,111.589996
4,39.009998,30.75,25.565001,109.410004,29.540001,6.01,9.03,20.85,101.839996
5,43.900002,31.66,25.629999,109.889999,29.389999,6.05,9.9,20.959999,114.07
6,38.709999,30.780001,26.145,110.669998,28.879999,6.01,10,20.709999,108.5
7,41.880001,31.91,26.4925,112.18,29,6.11,10,20.68,118.239998
8,39.119999,31.360001,26.450001,111.019997,28.98,6.07,9.95,21.09,117.449997
9,39.82,30.83,26.48,111.449997,29.41,6.08,9.89,21.110001,110.830002
10,39.610001,30.85,26.477501,111.849998,28.85,6.03,9.47,21.16,102.43
11,41.639999,30.18,26.68,112.25,28.35,6.06,9.34,21.01,97.699997
12,46.220001,30.370001,26.532499,112.540001,27.969999,5.87,9.91,20.790001,103.269997
13,44.630001,30.27,26.4175,113.050003,28.059999,5.78,9.71,20.68,100.919998
14,47.5,30.09,26.297501,113.690002,28.73,5.81,9.57,20.77,107.379997
15,46.580002,31.51,26.92,116.139999,28.950001,5.89,9.27,21.139999,110.169998
16,47.860001,31.76,27.389999,114.699997,28.360001,6.03,9.2,21.15,115
17,45.48,31.73,27.247499,114.099998,27.99,5.91,9.68,21.41,110
18,43.66,31.34,27.497499,116.059998,28.639999,5.8,9.49,21.389999,109.330002
19,44.490002,30.93,27.780001,112.550003,27.83,5.83,9.95,20.969999,114.400002
20,42.59,30.290001,27.452499,112.220001,27.52,5.74,10.95,20.68,115.080002
21,47.52,30.09,27.74,113.709999,28.120001,5.85,10.85,20.65,117.809998
22,47.560001,29.120001,27.135,113.639999,27.299999,5.74,10.75,20.16,112.769997
23,48.790001,29.49,27.165001,110.629997,27.360001,6.01,10.13,19.84,115.099998
24,48.380001,29.879999,27.254999,108.989998,26.950001,5.91,10.54,19.809999,114.660004
25,50.939999,30.09,27.610001,110.610001,27.389999,5.86,10.5,19.59,115.949997
26,54.93,31.469999,28.01,110.510002,28.16,6.07,10.72,20.129999,120.959999
27,54.990002,31.65,28.025,110.839996,27.860001,6.17,11.88,19.5,121.220001
28,56.950001,31.790001,27.4625,109.639999,27.57,6.12,13.83,19.540001,121.5
29,56.599998,32.209999,26.870001,110.449997,28.219999,6.13,14.67,20.01,124.690002
30,56.970001,32.450001,26.727501,112.290001,27.75,6.25,14,19.719999,120.599998
31,52.919998,32.889999,26.782499,112.419998,27.77,6.15,15.96,19.5,119.68
32,55.919998,32.310001,26.4925,113.440002,27.459999,6.05,14.58,19,119.400002
33,55.900002,32.799999,26.42,110.559998,27.459999,6.08,15.8,19.309999,119.400002
34,56.18,32.799999,26.27,110.099998,26.99,5.92,15.93,18.309999,118.779999
35,56.490002,33.32,26.0875,108.760002,27.42,5.91,17.85,18.629999,117.449997
36,55.509998,33.380001,24.455,108.889999,28.01,5.97,17.9,18.82,116.889999
37,53.66,32.900002,23.7075,116.730003,28.23,5.92,18.98,18.24,117.080002
38,52.389999,32.799999,23.434999,117.580002,28.18,5.87,18.15,18.18,117.870003
39,49.880001,32.360001,23.41,118.57,28.889999,5.93,21.040001,18.01,116.82
40,52.560001,31.299999,23.795,117.43,28.530001,5.82,23.82,17.809999,115.769997
41,52.189999,30.74,23.547501,118.059998,28.76,5.76,29.049999,17.77,116.010002
42,52.16,30.110001,23.309999,117.809998,28.870001,5.69,27.66,17.379999,113.099998
43,51.950001,30.09,23.18,119.489998,29.15,5.67,27.110001,17.57,112.169998
44,53.189999,30.190001,23.1975,119.239998,29.15,5.69,25.67,17.75,115.949997
45,55.740002,30.52,23.355,120.5,29.93,5.31,22.51,17.450001,115.309998
46,53.759998,29.200001,23.127501,119.519997,29.65,5.28,24.030001,16.629999,114.550003
47,52.18,29.1,22.584999,120.279999,29.23,5.18,23.85,16.67,113.919998
48,54.509998,28.73,22.629999,119.809998,29.309999,5.18,28.940001,16.23,113.809998
49,54.200001,29.02,23.469999,118.669998,29.33,5.21,28.59,16.469999,114.610001
50,54.59,28.459999,23.372499,117.349998,29.309999,5.11,26.629999,15.96,116.209999
51,55.470001,28.030001,23.639999,117.650002,28.9,5.21,27.040001,15.57,112.440002
52,56.389999,28.549999,23.549999,116.809998,28.030001,5.17,27.200001,16.17,113.279999
53,54.650002,28.48,23.805,117.349998,28.23,5.21,27.24,16.139999,111.620003
54,55.169998,28.469999,24.1075,115.970001,28.15,5.22,26.43,16.290001,112.599998
55,53.189999,28.700001,24.475,117.699997,28.66,5.36,25.92,16.030001,112.029999
56,52.740002,29.73,24.905001,117.889999,28.48,5.58,27.23,14.68,113.889999
57,51.740002,29.98,25.102501,119.470001,28.530001,5.6,25.969999,14.4,116.059998
58,53.799999,28.799999,25.0875,119.379997,29.120001,5.6,28.51,14.48,115.919998
59,53.630001,29.1,24.965,118.809998,28.74,5.7,28.040001,14.54,117.25
60,53.540001,28.950001,24.615,118.779999,28.93,5.67,28.690001,14.67,118.059998
61,52.73,28.889999,24.43,118.93,28.99,5.66,27.75,14.69,118.529999
62,52.630001,28.629999,24.48,118.470001,28.58,5.69,25.629999,14.77,116.050003
63,53.099998,28.469999,24.657499,118.790001,28.190001,5.66,24.66,14.72,118.330002
64,52.970001,28.459999,24.7575,117.760002,27.91,5.7,25.1,14.87,119.050003
65,56.389999,28.23,24.735001,118.389999,27.9,5.74,23.549999,15.04,118.339996
66,57.439999,27.27,24.9125,118.559998,27.82,5.68,23.370001,14.68,119.230003
67,52.830002,26.530001,24.7075,116.620003,26.940001,5.61,24.6,14.43,116.260002
68,53.5,26.030001,24.334999,113.949997,26.530001,5.66,23.540001,14.28,115.620003
69,54.68,25.73,24.365,114.940002,26.58,5.57,25,14.08,116.690002
70,54.459999,26.129999,24.285,114.599998,26.860001,5.62,25.200001,14.38,118.129997
71,54.549999,25.93,24.387501,114.389999,27.23,5.49,25.93,14.23,117.93
72,54.040001,26.15,23.8325,113.019997,27.049999,5.52,26.18,14.31,119.279999
73,54.23,26.4,23.775,113.370003,27.4,5.56,25.5,14.52,118.919998
74,54.759998,25.84,23.977501,114.379997,27.1,5.59,24.92,14.42,117.75
75,53.990002,26,23.887501,113.910004,26.93,5.58,25.639999,14.58,117.730003
76,52.389999,26.33,24.025,115.080002,27.24,5.7,26.620001,14.5,116.419998
77,51.93,25.34,23.35,112.080002,26.940001,5.21,26.34,14.26,117.889999
78,50.099998,25.5,23.01,108.970001,26.02,5.08,25.98,14.18,115.230003
79,50.279999,26.049999,23.397499,112.699997,26.51,5.36,32.580002,14.17,117.660004
80,52.610001,26.41,23.6,114.160004,27.42,5.54,36.23,14.31,119.57
81,52.580002,26.58,23.9,114.279999,27.610001,5.69,35.369999,14.51,119.980003
82,52.34,27.059999,23.9725,114.190002,28.190001,5.66,39,14.59,120.879997
83,53.400002,26.299999,23.747499,114.199997,27.41,5.37,35.66,14.11,121.629997
84,52.93,26.469999,23.8825,116.699997,27.110001,5.34,35.18,14.25,122.220001
85,53.43,26.33,23.985001,115.849998,27.59,5.33,33.959999,14.02,122.889999
86,57.259998,27.370001,24.17,117.239998,27.59,5.45,31.02,14.38,122.480003
87,55.880001,28.450001,24.245001,117.870003,27.77,5.56,31.76,14.47,123.889999
88,53.59,28.74,24.355,117.93,29.799999,5.59,32.049999,14.58,124.050003
89,54.720001,28.85,24.217501,116.779999,30.629999,5.89,34.049999,14.32,125.089996
90,55.34,28.620001,24.6975,117.290001,30.6,5.93,36.049999,14.45,124.5
91,54.919998,27.99,24.695,116.860001,30.629999,5.92,38.169998,14.36,124.760002
92,55.040001,30.190001,24.9575,119.370003,30.559999,5.85,35.700001,14.48,125.629997
93,57.459999,30.190001,24.967501,120.610001,30.49,5.71,33.110001,14.44,125.239998
94,57,31.120001,24.99,121.919998,30.059999,5.82,31.91,14.62,125.07
95,61.790001,31.01,24.8575,120.610001,30.08,5.82,27.84,14.36,126.139999
96,59.57,30.809999,24.665001,121,30.6,5.86,27.08,14.24,126.160004
97,69.400002,30.879999,24.334999,121.629997,29.92,5.81,25.17,14.59,125.959999
98,68.970001,31.25,24.1675,121.220001,29.940001,5.77,29,14.97,126.32
99,67.610001,31.32,25.737499,123.339996,29.26,5.86,28,15.04,127.879997
100,76.089996,31.17,26.084999,125,29.530001,5.75,26.75,14.92,128.309998
101,78.199997,30.950001,26.0525,123.940002,29.42,5.77,26.389999,14.96,131.419998
102,77.43,30.35,26.512501,124.309998,28.459999,5.66,23.959999,14.92,131.119995
103,77.669998,29.24,26.120001,123.089996,27.83,5.61,23.9,14.34,131.289993
104,85.040001,29.639999,26.4475,122.510002,28.23,5.69,24.809999,14.36,133.789993
105,85.309998,29.66,26.467501,124.360001,28.66,5.5,24.48,14.48,133.440002
106,86.709999,30.040001,26.870001,125.150002,29.030001,5.47,23.59,14.93,132.710007
107,84.849998,29.790001,27.092501,125.260002,28.92,5.51,24.73,15.33,133.550003
108,82.239998,29.629999,27.202499,125.059998,28.870001,5.65,23.950001,14.58,134.100006
109,76.879997,30.15,27,124.879997,29.4,5.69,,14.44,133.229996
110,82.610001,31.110001,26.9825,124.900002,29.65,5.7,,15.1,135.460007
111,81.839996,31.35,27.045,124.879997,29.799999,5.74,,14.96,135.779999
112,81.300003,31.73,27.370001,123.900002,29.709999,5.8,,15.28,135.100006
113,82.419998,31.17,27.344999,123.300003,29.75,5.78,,15.37,135.5
114,81.660004,30.82,27.305,124.370003,29.66,5.69,,15.76,136.509995
115,81.089996,31.17,27.27,123.910004,30.09,5.75,,16.110001,135.770004
116,82.769997,31.719999,27.34,123.559998,29.91,5.67,,16.209999,136.850006
117,83.809998,31.459999,27.127501,124.150002,29.66,5.65,,15.75,137.440002
118,83.080002,32.09,27.2125,124.370003,29.75,5.71,,16.030001,138.509995
119,86.349998,31.709999,27.0075,123.480003,30.1,5.75,,11.94,139.059998
120,86.019997,32.16,26.8925,123.889999,30.16,5.7,,11.73,138.389999
121,83.800003,28.74,26.735001,124.959999,29.629999,5.69,,11.44,138.210007
122,85.550003,28.969999,26.705,126.540001,29.790001,5.69,,12.01,138.770004
123,90.82,28.49,26.5,125.839996,29.82,5.74,,11.9,138.330002
124,92.18,28.389999,26.525,126.120003,30.41,5.67,,11.83,138.179993
125,90.220001,28.030001,26.682501,126.169998,30.51,5.66,,11.75,140.509995
126,82.540001,28.389999,26.932501,126.510002,30.5,5.76,,11.69,138.259995
127,82.010002,28.370001,26.924999,129.729996,30.530001,5.74,,11.69,137.960007
128,78.690002,28.129999,27.09,131.050003,30.99,5.87,,12,135.940002
129,81.910004,27.780001,26.379999,130.270004,30.83,5.83,,12.14,138.149994
130,78.980003,27.18,25.782499,127.099998,30.299999,5.7,,11.82,136.699997
131,76.339996,27.040001,26.360001,128.690002,31,5.68,,12,138.139999
132,77.900002,26.99,26.987499,127.209999,30.950001,5.6,,11.86,138.630005
133,78.93,27.030001,27.942499,127.769997,31,5.5,,11.84,138.630005
134,76.660004,27.25,28.8925,128.350006,31.610001,5.56,,11.96,137.699997
135,76.550003,27.09,28.73,129.070007,31.91,5.47,,12.26,137.520004
136,74.93,27.9,28.395,128.649994,31.84,5.51,,11.96,137.369995
137,77.940002,27.719999,28.3925,128.639999,31.77,5.5,,11.49,136.710007
138,77.699997,28.129999,28.387501,129.940002,31.5,5.58,,11.41,137.960007
139,74.730003,28.27,28.655001,130.080002,31.66,5.74,,11.79,136.309998
140,75.82,28.190001,28.1775,127.959999,31.33,5.66,,12.06,136.919998
141,78.059998,27.639999,28.219999,127.309998,30.629999,5.62,,11.77,137.619995
142,79.480003,27.43,28.272499,128.690002,31.32,5.71,,11.67,138.009995
143,81.769997,27.49,28.487499,129.229996,31.309999,5.74,,11.71,137.259995
144,81.989998,27.139999,28.045,128.089996,30.799999,5.72,,11.65,138.990005
145,84.860001,27.59,28.262501,128.270004,31.09,5.79,,11.79,139.240005
146,81.800003,27.780001,28.129999,128.770004,32.220001,5.75,,11.91,138.119995
147,86.150002,27.129999,28.25,128.190002,31.629999,5.78,,11.92,139.389999
148,84.480003,27.200001,28.262501,128.470001,31.940001,5.71,,12.29,139.610001
149,86.690002,26.68,28.4725,128.740005,32.459999,5.54,,12.61,140.699997
150,86.510002,26.68,28.514999,128.990005,32.240002,5.49,,13.01,141.649994
151,83.099998,26.83,29.012501,130.240005,32.299999,5.53,,12.75,142.919998
152,84.290001,26.049999,29.075001,128.880005,31.5,5.39,,12.55,144.490005
153,85.279999,26.120001,29.334999,129.050003,31.9,5.09,,12.61,144.210007
154,84.209999,25.469999,29.245001,127.82,31.35,4.94,,12.33,144.039993
155,83.129997,25.379999,29.407499,127.879997,31.75,4.95,,12.18,143.830002
156,83.169998,24.700001,29.387501,127.540001,31.549999,4.97,,12.01,144.389999
157,82,24.82,29.3675,128.570007,31.6,5.02,,11.71,141.910004
158,81.559998,25,29.280001,130.110001,31.549999,4.98,,11.86,142.479996
159,79.199997,25.110001,29.264999,130,31.6,5,,11.65,143.25
160,79.419998,25.01,29.15,132.070007,31.799999,4.92,,11.82,141.449997
161,81.959999,25.139999,29.4125,133.279999,32.099998,4.97,,12.11,142.380005
162,82.230003,24.75,29.5625,132.289993,31.6,4.97,,12.21,141.300003
163,78.879997,24.77,28.897499,131.039993,31.700001,5.16,,12.25,142.360001
164,76.400002,23.99,28.620001,129.690002,31.450001,4.73,,11.86,137.660004
165,78.019997,23.9,28.43,131.289993,31.35,4.56,,11.97,137.570007
166,75.290001,24.049999,28.385,130.990005,31.450001,4.48,,12.02,137.100006
167,74.699997,23.559999,27.872499,129.5,30.700001,4.44,,11.84,138.5
168,76.580002,20.93,27.897499,127.169998,30.6,4.44,,11.95,141.220001
169,81.349998,20.83,27.4575,120,30.799999,4.39,,11.75,140.639999
170,83,20.73,27.209999,120.75,31.299999,4.31,,12.17,142.380005
171,85.879997,21.24,27.602501,122.150002,32.099998,4.44,,12.41,143.229996
172,83.120003,20.91,27.764999,124.220001,32.25,4.44,,12.56,137.990005
173,77.989998,21.530001,27.719999,123.18,33.400002,4.45,,12.75,140.259995
174,81.279999,21.870001,26.9475,120.800003,33.400002,4.49,,13.24,142.070007
175,81.839996,22.32,27.1075,119.019997,34.5,4.42,,13.35,142.149994
176,81.43,22.99,26.4275,115.080002,34.5,4.31,,13.88,144.279999
177,83.730003,22.65,26.7775,117.199997,34.549999,4.14,,14.01,142.429993
178,83.360001,23.059999,27.497499,116.339996,34.5,4.12,,14.09,141.880005
179,82.540001,23.459999,27.487499,117.790001,35.5,4.15,,14.19,139.699997
180,85.540001,23.459999,27.514999,117.019997,35.049999,4.16,,13.64,139.529999
181,84.639999,23.459999,27.932501,121.769997,34.75,4.17,,13.87,139.300003
182,85.309998,24.110001,27.950001,121.470001,34.700001,4.19,,13.94,138.759995
183,85.07,26.059999,27.807501,120.839996,34.900002,4.19,,13.8,138.309998
184,86.709999,25.82,27.9475,120.379997,34.950001,4.33,,13.74,138.679993
185,87.190002,25.15,27.8925,120.410004,33.900002,4.26,,13.86,138.610001
186,92.660004,24.49,27.865,120.870003,34.549999,4.29,,13.48,138.869995
187,92.629997,24.690001,27.629999,118.419998,33.950001,4.3,,13.36,139.369995
188,93.739998,24.639999,27.372499,115.099998,33.5,4.25,,10.64,138.360001
189,92.309998,24.27,27.475,115.400002,32.25,4.23,,10.79,137.339996
190,94.040001,24.52,27.2775,117.43,33.099998,4.51,,11.17,137.470001
191,94.07,24.889999,27.487499,117.309998,33.799999,4.57,,11.49,137.679993
192,92.919998,25.940001,27.7575,117.949997,32.650002,4.7,,11.72,138.050003
193,89.830002,25.969999,28.030001,118.910004,32.099998,4.58,,12.18,136.410004
194,91.660004,26.02,28.487499,119.68,32.599998,4.62,,12.31,135.509995
195,91.650002,26.42,28.325001,117.769997,32.349998,4.63,,12.06,136.509995
196,94.779999,26.389999,28.797501,120.309998,32,4.74,,12.13,135.850006
197,97.120003,25.280001,28.797501,120.209999,31.75,4.7,,11.92,136.649994
198,96.849998,25.34,28.955,120.57,32,4.72,,11.67,137.270004
199,96.839996,25.42,28.9925,119.870003,31.9,4.88,,11.45,138.25
200,95.919998,25.9,29.16,119.239998,33.200001,4.89,,11.59,139.039993
201,93.230003,26.120001,29.237499,119.089996,33.450001,4.9,,11.73,137.520004
202,93.160004,26.389999,29.264999,119.040001,34.700001,4.76,,11.57,136.550003
203,91.550003,25.059999,29.0725,117.400002,35.099998,4.72,,11.02,136.339996
204,91.809998,25.41,29.129999,117.269997,35.299999,4.88,,10.87,137.720001
205,91.599998,25.950001,29.315001,118.010002,35.450001,4.91,,11.01,138.679993
206,90.620003,25.27,29.190001,116.919998,34.549999,4.8,,10.93,138.419998
207,92.290001,25.34,29.182501,116.349998,34.200001,4.83,,10.8,137.770004
208,91.709999,25.26,28.955,115.050003,33.650002,4.81,,10.76,139.139999
209,92.300003,25.370001,29.0375,116.860001,34.75,4.77,,10.58,137.820007
210,92.769997,25.92,29.004999,118.690002,34.200001,4.84,,10.8,138.699997
211,90.330002,25,29.1525,120.669998,34,4.9,,10.22,140.160004
212,95.160004,24.52,29.477501,123.410004,33.799999,4.92,,10.05,138.850006
213,94.580002,24.49,29.747499,124.900002,33.299999,4.83,,10.31,138.789993
214,97.25,24.639999,29.7775,124.349998,34.150002,4.84,,10.8,137.850006
215,95.360001,24.610001,29.9375,126.089996,34.299999,4.78,,10.9,137.050003
216,91.779999,24.719999,29.8125,126.620003,34,4.7,,10.76,137.259995
217,90.790001,22.73,29.76,128.339996,34.25,4.75,,10.74,135.800003
218,88.209999,23.34,30,127.870003,33.900002,4.74,,11,134.779999
219,89.449997,23.49,29.997499,127.919998,33.799999,4.69,,10.97,133.600006
220,88.75,23.309999,29.945,127.550003,33.900002,4.74,,10.69,131.929993
221,91.529999,23.58,30,127.040001,34.299999,4.76,,10.65,131.009995
222,92.790001,23.93,30.02,128.929993,34.099998,4.68,,10.52,130
223,94.129997,23.870001,29.9925,129.369995,34.299999,4.67,,10.63,132.240005
224,94.709999,24.17,30.469999,131.479996,34.150002,4.62,,10.89,133.089996
225,88.839996,24.219999,30.485001,132.779999,34.25,4.72,,10.51,128.380005
226,87.519997,24.309999,30.487499,132.179993,34,4.64,,10.14,130.360001
227,85.639999,24.18,30.407499,130.979996,34.150002,4.54,,10.15,128.210007
228,87.660004,24.49,30.3375,130.320007,33.75,4.52,,10.63,128.970001
229,88.860001,24.299999,32.1875,133.229996,33,4.57,,10.46,128.789993
230,87.889999,24.379999,32.1325,130.839996,33.049999,4.82,,10.52,128.949997
231,87.839996,24.74,32.27,130.979996,32.900002,4.83,,10.58,129.029999
232,87.900002,24.68,32.572498,132.059998,32.650002,4.75,,10.59,129.570007
